Date,EUR_USD,Exchange Rate (USD),NZ_USD,UK_USD,CHN_USD,WAS_USD
4/30/2005,#N/A,0.772922678,#N/A,#N/A,#N/A,#N/A
5/1/2005,#N/A,0.787776572,#N/A,#N/A,#N/A,#N/A
5/2/2005,19.44713836,0.787776572,#N/A,#N/A,#N/A,#N/A
5/3/2005,20.31032727,0.787776572,#N/A,#N/A,#N/A,#N/A
5/4/2005,20.11991795,0.787776572,#N/A,#N/A,#N/A,#N/A
5/5/2005,#N/A,0.787776572,#N/A,#N/A,#N/A,#N/A
5/6/2005,20.37379705,0.787776572,#N/A,#N/A,#N/A,#N/A
5/7/2005,#N/A,0.787776572,#N/A,#N/A,#N/A,#N/A
5/8/2005,#N/A,0.787776572,#N/A,#N/A,#N/A,#N/A
5/9/2005,#N/A,0.787776572,#N/A,#N/A,#N/A,#N/A
5/10/2005,21.6431925,0.787776572,#N/A,#N/A,#N/A,#N/A
5/11/2005,20.37379705,0.787776572,#N/A,#N/A,#N/A,#N/A
5/12/2005,20.31032727,0.787776572,#N/A,#N/A,#N/A,#N/A
5/13/2005,20.31032727,0.787776572,#N/A,#N/A,#N/A,#N/A
5/14/2005,#N/A,0.787776572,#N/A,#N/A,#N/A,#N/A
5/15/2005,#N/A,0.787776572,#N/A,#N/A,#N/A,#N/A
5/16/2005,#N/A,0.787776572,#N/A,#N/A,#N/A,#N/A
5/17/2005,21.60511064,0.787776572,#N/A,#N/A,#N/A,#N/A
5/18/2005,21.33853759,0.787776572,#N/A,#N/A,#N/A,#N/A
5/19/2005,22.12556277,0.787776572,#N/A,#N/A,#N/A,#N/A
5/20/2005,23.0395275,0.787776572,#N/A,#N/A,#N/A,#N/A
5/21/2005,#N/A,0.787776572,#N/A,#N/A,#N/A,#N/A
5/22/2005,#N/A,0.787776572,#N/A,#N/A,#N/A,#N/A
5/23/2005,23.48381591,0.787776572,#N/A,#N/A,#N/A,#N/A
5/24/2005,#N/A,0.787776572,#N/A,#N/A,#N/A,#N/A
5/25/2005,#N/A,0.787776572,#N/A,#N/A,#N/A,#N/A
5/26/2005,25.31174536,0.787776572,#N/A,#N/A,#N/A,#N/A
5/27/2005,24.9943965,0.787776572,#N/A,#N/A,#N/A,#N/A
5/28/2005,#N/A,0.787776572,#N/A,#N/A,#N/A,#N/A
5/29/2005,#N/A,0.787776572,#N/A,#N/A,#N/A,#N/A
5/30/2005,24.19467736,0.787776572,#N/A,#N/A,#N/A,#N/A
5/31/2005,24.81668114,0.787776572,#N/A,#N/A,#N/A,#N/A
6/1/2005,23.50260436,0.822036558,#N/A,#N/A,#N/A,#N/A
6/2/2005,#N/A,0.822036558,#N/A,#N/A,#N/A,#N/A
6/3/2005,#N/A,0.822036558,#N/A,#N/A,#N/A,#N/A
6/4/2005,#N/A,0.822036558,#N/A,#N/A,#N/A,#N/A
6/5/2005,#N/A,0.822036558,#N/A,#N/A,#N/A,#N/A
6/6/2005,23.00384309,0.822036558,#N/A,#N/A,#N/A,#N/A
6/7/2005,23.13765709,0.822036558,#N/A,#N/A,#N/A,#N/A
6/8/2005,23.36879036,0.822036558,#N/A,#N/A,#N/A,#N/A
6/9/2005,23.44177982,0.822036558,#N/A,#N/A,#N/A,#N/A
6/10/2005,23.36879036,0.822036558,#N/A,#N/A,#N/A,#N/A
6/11/2005,#N/A,0.822036558,#N/A,#N/A,#N/A,#N/A
6/12/2005,#N/A,0.822036558,#N/A,#N/A,#N/A,#N/A
6/13/2005,23.53909909,0.822036558,#N/A,#N/A,#N/A,#N/A
6/14/2005,23.59992364,0.822036558,#N/A,#N/A,#N/A,#N/A
6/15/2005,23.66074818,0.822036558,#N/A,#N/A,#N/A,#N/A
6/16/2005,23.41745,0.822036558,#N/A,#N/A,#N/A,#N/A
6/17/2005,24.81641455,0.822036558,#N/A,#N/A,#N/A,#N/A
6/18/2005,#N/A,0.822036558,#N/A,#N/A,#N/A,#N/A
6/19/2005,#N/A,0.822036558,#N/A,#N/A,#N/A,#N/A
6/20/2005,26.7628,0.822036558,#N/A,#N/A,#N/A,#N/A
6/21/2005,27.73599273,0.822036558,#N/A,#N/A,#N/A,#N/A
6/22/2005,27.91846636,0.822036558,#N/A,#N/A,#N/A,#N/A
6/23/2005,27.79681727,0.822036558,#N/A,#N/A,#N/A,#N/A
6/24/2005,28.00362073,0.822036558,#N/A,#N/A,#N/A,#N/A
6/25/2005,#N/A,0.822036558,#N/A,#N/A,#N/A,#N/A
6/26/2005,#N/A,0.822036558,#N/A,#N/A,#N/A,#N/A
6/27/2005,28.16176455,0.822036558,#N/A,#N/A,#N/A,#N/A
6/28/2005,29.01330818,0.822036558,#N/A,#N/A,#N/A,#N/A
6/29/2005,29.31743091,0.822036558,#N/A,#N/A,#N/A,#N/A
6/30/2005,30.77722,0.822036558,#N/A,#N/A,#N/A,#N/A
7/1/2005,31.00780267,0.830758641,#N/A,#N/A,#N/A,#N/A
7/2/2005,#N/A,0.830758641,#N/A,#N/A,#N/A,#N/A
7/3/2005,#N/A,0.830758641,#N/A,#N/A,#N/A,#N/A
7/4/2005,33.51153829,0.830758641,#N/A,#N/A,#N/A,#N/A
7/5/2005,34.4985879,0.830758641,#N/A,#N/A,#N/A,#N/A
7/6/2005,34.57081105,0.830758641,#N/A,#N/A,#N/A,#N/A
7/7/2005,34.94396395,0.830758641,#N/A,#N/A,#N/A,#N/A
7/8/2005,34.67914576,0.830758641,#N/A,#N/A,#N/A,#N/A
7/9/2005,#N/A,0.830758641,#N/A,#N/A,#N/A,#N/A
7/10/2005,#N/A,0.830758641,#N/A,#N/A,#N/A,#N/A
7/11/2005,34.90785238,0.830758641,#N/A,#N/A,#N/A,#N/A
7/12/2005,34.66710857,0.830758641,#N/A,#N/A,#N/A,#N/A
7/13/2005,34.48655071,0.830758641,#N/A,#N/A,#N/A,#N/A
7/14/2005,30.75502167,0.830758641,#N/A,#N/A,#N/A,#N/A
7/15/2005,#N/A,0.830758641,#N/A,#N/A,#N/A,#N/A
7/16/2005,#N/A,0.830758641,#N/A,#N/A,#N/A,#N/A
7/17/2005,#N/A,0.830758641,#N/A,#N/A,#N/A,#N/A
7/18/2005,28.817034,0.830758641,#N/A,#N/A,#N/A,#N/A
7/19/2005,28.78092243,0.830758641,#N/A,#N/A,#N/A,#N/A
7/20/2005,27.80591,0.830758641,#N/A,#N/A,#N/A,#N/A
7/21/2005,25.2781,0.830758641,#N/A,#N/A,#N/A,#N/A
7/22/2005,21.66694286,0.830758641,#N/A,#N/A,#N/A,#N/A
7/23/2005,#N/A,0.830758641,#N/A,#N/A,#N/A,#N/A
7/24/2005,#N/A,0.830758641,#N/A,#N/A,#N/A,#N/A
7/25/2005,23.47252143,0.830758641,#N/A,#N/A,#N/A,#N/A
7/26/2005,24.08641814,0.830758641,#N/A,#N/A,#N/A,#N/A
7/27/2005,25.1577281,0.830758641,#N/A,#N/A,#N/A,#N/A
7/28/2005,25.69940167,0.830758641,#N/A,#N/A,#N/A,#N/A
7/29/2005,26.48181905,0.830758641,#N/A,#N/A,#N/A,#N/A
7/30/2005,#N/A,0.830758641,#N/A,#N/A,#N/A,#N/A
7/31/2005,#N/A,0.830758641,#N/A,#N/A,#N/A,#N/A
8/1/2005,27.06794139,0.813508485,#N/A,#N/A,#N/A,#N/A
8/2/2005,26.05996174,0.813508485,#N/A,#N/A,#N/A,#N/A
8/3/2005,25.24866104,0.813508485,#N/A,#N/A,#N/A,#N/A
8/4/2005,24.47423765,0.813508485,#N/A,#N/A,#N/A,#N/A
8/5/2005,25.56826435,0.813508485,#N/A,#N/A,#N/A,#N/A
8/6/2005,#N/A,0.813508485,#N/A,#N/A,#N/A,#N/A
8/7/2005,#N/A,0.813508485,#N/A,#N/A,#N/A,#N/A
8/8/2005,26.40414991,0.813508485,#N/A,#N/A,#N/A,#N/A
8/9/2005,27.03106409,0.813508485,#N/A,#N/A,#N/A,#N/A
8/10/2005,26.92043217,0.813508485,#N/A,#N/A,#N/A,#N/A
8/11/2005,27.57193122,0.813508485,#N/A,#N/A,#N/A,#N/A
8/12/2005,27.44900687,0.813508485,#N/A,#N/A,#N/A,#N/A
8/13/2005,#N/A,0.813508485,#N/A,#N/A,#N/A,#N/A
8/14/2005,#N/A,0.813508485,#N/A,#N/A,#N/A,#N/A
8/15/2005,26.98189435,0.813508485,#N/A,#N/A,#N/A,#N/A
8/16/2005,26.94501704,0.813508485,#N/A,#N/A,#N/A,#N/A
8/17/2005,27.53505391,0.813508485,#N/A,#N/A,#N/A,#N/A
8/18/2005,27.36295983,0.813508485,#N/A,#N/A,#N/A,#N/A
8/19/2005,27.57193122,0.813508485,#N/A,#N/A,#N/A,#N/A
8/20/2005,#N/A,0.813508485,#N/A,#N/A,#N/A,#N/A
8/21/2005,#N/A,0.813508485,#N/A,#N/A,#N/A,#N/A
8/22/2005,27.84236478,0.813508485,#N/A,#N/A,#N/A,#N/A
8/23/2005,27.73173287,0.813508485,#N/A,#N/A,#N/A,#N/A
8/24/2005,27.89153452,0.813508485,#N/A,#N/A,#N/A,#N/A
8/25/2005,28.24801513,0.813508485,#N/A,#N/A,#N/A,#N/A
8/26/2005,28.37093948,0.813508485,#N/A,#N/A,#N/A,#N/A
8/27/2005,#N/A,0.813508485,#N/A,#N/A,#N/A,#N/A
8/28/2005,#N/A,0.813508485,#N/A,#N/A,#N/A,#N/A
8/29/2005,28.64137304,0.813508485,#N/A,#N/A,#N/A,#N/A
8/30/2005,28.5184487,0.813508485,#N/A,#N/A,#N/A,#N/A
8/31/2005,28.92409904,0.813508485,#N/A,#N/A,#N/A,#N/A
9/1/2005,29.66051,0.815899659,#N/A,#N/A,#N/A,#N/A
9/2/2005,29.90563818,0.815899659,#N/A,#N/A,#N/A,#N/A
9/3/2005,#N/A,0.815899659,#N/A,#N/A,#N/A,#N/A
9/4/2005,#N/A,0.815899659,#N/A,#N/A,#N/A,#N/A
9/5/2005,29.84435614,0.815899659,#N/A,#N/A,#N/A,#N/A
9/6/2005,29.80758691,0.815899659,#N/A,#N/A,#N/A,#N/A
9/7/2005,29.84435614,0.815899659,#N/A,#N/A,#N/A,#N/A
9/8/2005,29.390869,0.815899659,#N/A,#N/A,#N/A,#N/A
9/9/2005,28.92512545,0.815899659,#N/A,#N/A,#N/A,#N/A
9/10/2005,#N/A,0.815899659,#N/A,#N/A,#N/A,#N/A
9/11/2005,#N/A,0.815899659,#N/A,#N/A,#N/A,#N/A
9/12/2005,27.27051023,0.815899659,#N/A,#N/A,#N/A,#N/A
9/13/2005,26.41256159,0.815899659,#N/A,#N/A,#N/A,#N/A
9/14/2005,27.39307432,0.815899659,#N/A,#N/A,#N/A,#N/A
9/15/2005,27.6382025,0.815899659,#N/A,#N/A,#N/A,#N/A
9/16/2005,26.84153591,0.815899659,#N/A,#N/A,#N/A,#N/A
9/17/2005,#N/A,0.815899659,#N/A,#N/A,#N/A,#N/A
9/18/2005,#N/A,0.815899659,#N/A,#N/A,#N/A,#N/A
9/19/2005,27.12343332,0.815899659,#N/A,#N/A,#N/A,#N/A
9/20/2005,26.9641,0.815899659,#N/A,#N/A,#N/A,#N/A
9/21/2005,26.93958718,0.815899659,#N/A,#N/A,#N/A,#N/A
9/22/2005,27.20922818,0.815899659,#N/A,#N/A,#N/A,#N/A
9/23/2005,26.9641,0.815899659,#N/A,#N/A,#N/A,#N/A
9/24/2005,#N/A,0.815899659,#N/A,#N/A,#N/A,#N/A
9/25/2005,#N/A,0.815899659,#N/A,#N/A,#N/A,#N/A
9/26/2005,26.2899975,0.815899659,#N/A,#N/A,#N/A,#N/A
9/27/2005,27.00086923,0.815899659,#N/A,#N/A,#N/A,#N/A
9/28/2005,27.76076659,0.815899659,#N/A,#N/A,#N/A,#N/A
9/29/2005,27.94461273,0.815899659,#N/A,#N/A,#N/A,#N/A
9/30/2005,27.82204864,0.815899659,#N/A,#N/A,#N/A,#N/A
10/1/2005,#N/A,0.832325955,#N/A,#N/A,#N/A,#N/A
10/2/2005,#N/A,0.832325955,#N/A,#N/A,#N/A,#N/A
10/3/2005,#N/A,0.832325955,#N/A,#N/A,#N/A,#N/A
10/4/2005,27.92175333,0.832325955,#N/A,#N/A,#N/A,#N/A
10/5/2005,28.77478452,0.832325955,#N/A,#N/A,#N/A,#N/A
10/6/2005,28.45039238,0.832325955,#N/A,#N/A,#N/A,#N/A
10/7/2005,27.75355,0.832325955,#N/A,#N/A,#N/A,#N/A
10/8/2005,#N/A,0.832325955,#N/A,#N/A,#N/A,#N/A
10/9/2005,#N/A,0.832325955,#N/A,#N/A,#N/A,#N/A
10/10/2005,27.75355,0.832325955,#N/A,#N/A,#N/A,#N/A
10/11/2005,27.81362262,0.832325955,#N/A,#N/A,#N/A,#N/A
10/12/2005,28.15002929,0.832325955,#N/A,#N/A,#N/A,#N/A
10/13/2005,28.15002929,0.832325955,#N/A,#N/A,#N/A,#N/A
10/14/2005,27.75355,0.832325955,#N/A,#N/A,#N/A,#N/A
10/15/2005,#N/A,0.832325955,#N/A,#N/A,#N/A,#N/A
10/16/2005,#N/A,0.832325955,#N/A,#N/A,#N/A,#N/A
10/17/2005,27.75355,0.832325955,#N/A,#N/A,#N/A,#N/A
10/18/2005,27.36908524,0.832325955,#N/A,#N/A,#N/A,#N/A
10/19/2005,26.97260595,0.832325955,#N/A,#N/A,#N/A,#N/A
10/20/2005,26.64821381,0.832325955,#N/A,#N/A,#N/A,#N/A
10/21/2005,26.1916619,0.832325955,#N/A,#N/A,#N/A,#N/A
10/22/2005,#N/A,0.832325955,#N/A,#N/A,#N/A,#N/A
10/23/2005,#N/A,0.832325955,#N/A,#N/A,#N/A,#N/A
10/24/2005,25.74712452,0.832325955,#N/A,#N/A,#N/A,#N/A
10/25/2005,25.74712452,0.832325955,#N/A,#N/A,#N/A,#N/A
10/26/2005,26.07151667,0.832325955,#N/A,#N/A,#N/A,#N/A
10/27/2005,26.15561833,0.832325955,#N/A,#N/A,#N/A,#N/A
10/28/2005,26.50403952,0.832325955,#N/A,#N/A,#N/A,#N/A
10/29/2005,#N/A,0.832325955,#N/A,#N/A,#N/A,#N/A
10/30/2005,#N/A,0.832325955,#N/A,#N/A,#N/A,#N/A
10/31/2005,26.58814119,0.832325955,#N/A,#N/A,#N/A,#N/A
11/1/2005,25.75181409,0.848483914,#N/A,#N/A,#N/A,#N/A
11/2/2005,25.33931364,0.848483914,#N/A,#N/A,#N/A,#N/A
11/3/2005,25.08002764,0.848483914,#N/A,#N/A,#N/A,#N/A
11/4/2005,25.25681355,0.848483914,#N/A,#N/A,#N/A,#N/A
11/5/2005,#N/A,0.848483914,#N/A,#N/A,#N/A,#N/A
11/6/2005,#N/A,0.848483914,#N/A,#N/A,#N/A,#N/A
11/7/2005,25.48074236,0.848483914,#N/A,#N/A,#N/A,#N/A
11/8/2005,26.02288582,0.848483914,#N/A,#N/A,#N/A,#N/A
11/9/2005,26.576815,0.848483914,#N/A,#N/A,#N/A,#N/A
11/10/2005,26.73002945,0.848483914,#N/A,#N/A,#N/A,#N/A
11/11/2005,26.71824373,0.848483914,#N/A,#N/A,#N/A,#N/A
11/12/2005,#N/A,0.848483914,#N/A,#N/A,#N/A,#N/A
11/13/2005,#N/A,0.848483914,#N/A,#N/A,#N/A,#N/A
11/14/2005,27.28395864,0.848483914,#N/A,#N/A,#N/A,#N/A
11/15/2005,26.965744,0.848483914,#N/A,#N/A,#N/A,#N/A
11/16/2005,26.71824373,0.848483914,#N/A,#N/A,#N/A,#N/A
11/17/2005,26.55324355,0.848483914,#N/A,#N/A,#N/A,#N/A
11/18/2005,25.669314,0.848483914,#N/A,#N/A,#N/A,#N/A
11/19/2005,#N/A,0.848483914,#N/A,#N/A,#N/A,#N/A
11/20/2005,#N/A,0.848483914,#N/A,#N/A,#N/A,#N/A
11/21/2005,25.43359945,0.848483914,#N/A,#N/A,#N/A,#N/A
11/22/2005,25.91681427,0.848483914,#N/A,#N/A,#N/A,#N/A
11/23/2005,25.16252773,0.848483914,#N/A,#N/A,#N/A,#N/A
11/24/2005,23.21788273,0.848483914,#N/A,#N/A,#N/A,#N/A
11/25/2005,23.73645473,0.848483914,#N/A,#N/A,#N/A,#N/A
11/26/2005,#N/A,0.848483914,#N/A,#N/A,#N/A,#N/A
11/27/2005,#N/A,0.848483914,#N/A,#N/A,#N/A,#N/A
11/28/2005,23.65395464,0.848483914,#N/A,#N/A,#N/A,#N/A
11/29/2005,23.13538264,0.848483914,#N/A,#N/A,#N/A,#N/A
11/30/2005,23.27681136,0.848483914,#N/A,#N/A,#N/A,#N/A
12/1/2005,23.79518314,0.843448015,#N/A,#N/A,#N/A,#N/A
12/2/2005,25.19420238,0.843448015,#N/A,#N/A,#N/A,#N/A
12/3/2005,#N/A,0.843448015,#N/A,#N/A,#N/A,#N/A
12/4/2005,#N/A,0.843448015,#N/A,#N/A,#N/A,#N/A
12/5/2005,26.08340952,0.843448015,#N/A,#N/A,#N/A,#N/A
12/6/2005,26.20197048,0.843448015,#N/A,#N/A,#N/A,#N/A
12/7/2005,25.96484857,0.843448015,#N/A,#N/A,#N/A,#N/A
12/8/2005,25.11120971,0.843448015,#N/A,#N/A,#N/A,#N/A
12/9/2005,24.45912448,0.843448015,#N/A,#N/A,#N/A,#N/A
12/10/2005,#N/A,0.843448015,#N/A,#N/A,#N/A,#N/A
12/11/2005,#N/A,0.843448015,#N/A,#N/A,#N/A,#N/A
12/12/2005,25.25348286,0.843448015,#N/A,#N/A,#N/A,#N/A
12/13/2005,25.72772667,0.843448015,#N/A,#N/A,#N/A,#N/A
12/14/2005,25.31276333,0.843448015,#N/A,#N/A,#N/A,#N/A
12/15/2005,25.45503648,0.843448015,#N/A,#N/A,#N/A,#N/A
12/16/2005,25.11120971,0.843448015,#N/A,#N/A,#N/A,#N/A
12/17/2005,#N/A,0.843448015,#N/A,#N/A,#N/A,#N/A
12/18/2005,#N/A,0.843448015,#N/A,#N/A,#N/A,#N/A
12/19/2005,25.1349219,0.843448015,#N/A,#N/A,#N/A,#N/A
12/20/2005,24.81480733,0.843448015,#N/A,#N/A,#N/A,#N/A
12/21/2005,24.48283667,0.843448015,#N/A,#N/A,#N/A,#N/A
12/22/2005,24.399844,0.843448015,#N/A,#N/A,#N/A,#N/A
12/23/2005,24.54211714,0.843448015,#N/A,#N/A,#N/A,#N/A
12/24/2005,#N/A,0.843448015,#N/A,#N/A,#N/A,#N/A
12/25/2005,#N/A,0.843448015,#N/A,#N/A,#N/A,#N/A
12/26/2005,#N/A,0.843448015,#N/A,#N/A,#N/A,#N/A
12/27/2005,24.6369659,0.843448015,#N/A,#N/A,#N/A,#N/A
12/28/2005,24.87408781,0.843448015,#N/A,#N/A,#N/A,#N/A
12/29/2005,25.01636095,0.843448015,#N/A,#N/A,#N/A,#N/A
12/30/2005,25.07564143,0.843448015,#N/A,#N/A,#N/A,#N/A
12/31/2005,#N/A,0.843448015,#N/A,#N/A,#N/A,#N/A
1/1/2006,#N/A,0.826232119,#N/A,#N/A,#N/A,#N/A
1/2/2006,27.0263035,0.826232119,#N/A,#N/A,#N/A,#N/A
1/3/2006,26.32432159,0.826232119,#N/A,#N/A,#N/A,#N/A
1/4/2006,26.6269,0.826232119,#N/A,#N/A,#N/A,#N/A
1/5/2006,27.13523173,0.826232119,#N/A,#N/A,#N/A,#N/A
1/6/2006,27.81300736,0.826232119,#N/A,#N/A,#N/A,#N/A
1/7/2006,#N/A,0.826232119,#N/A,#N/A,#N/A,#N/A
1/8/2006,#N/A,0.826232119,#N/A,#N/A,#N/A,#N/A
1/9/2006,27.37729445,0.826232119,#N/A,#N/A,#N/A,#N/A
1/10/2006,27.34098505,0.826232119,#N/A,#N/A,#N/A,#N/A
1/11/2006,27.59515091,0.826232119,#N/A,#N/A,#N/A,#N/A
1/12/2006,27.59515091,0.826232119,#N/A,#N/A,#N/A,#N/A
1/13/2006,27.63146032,0.826232119,#N/A,#N/A,#N/A,#N/A
1/14/2006,#N/A,0.826232119,#N/A,#N/A,#N/A,#N/A
1/15/2006,#N/A,0.826232119,#N/A,#N/A,#N/A,#N/A
1/16/2006,27.5588415,0.826232119,#N/A,#N/A,#N/A,#N/A
1/17/2006,28.87808336,0.826232119,#N/A,#N/A,#N/A,#N/A
1/18/2006,30.05208759,0.826232119,#N/A,#N/A,#N/A,#N/A
1/19/2006,30.11260327,0.826232119,#N/A,#N/A,#N/A,#N/A
1/20/2006,31.74652668,0.826232119,#N/A,#N/A,#N/A,#N/A
1/21/2006,#N/A,0.826232119,#N/A,#N/A,#N/A,#N/A
1/22/2006,#N/A,0.826232119,#N/A,#N/A,#N/A,#N/A
1/23/2006,30.70565695,0.826232119,#N/A,#N/A,#N/A,#N/A
1/24/2006,29.99157191,0.826232119,#N/A,#N/A,#N/A,#N/A
1/25/2006,30.42728482,0.826232119,#N/A,#N/A,#N/A,#N/A
1/26/2006,31.39553573,0.826232119,#N/A,#N/A,#N/A,#N/A
1/27/2006,30.68145068,0.826232119,#N/A,#N/A,#N/A,#N/A
1/28/2006,#N/A,0.826232119,#N/A,#N/A,#N/A,#N/A
1/29/2006,#N/A,0.826232119,#N/A,#N/A,#N/A,#N/A
1/30/2006,31.37132945,0.826232119,#N/A,#N/A,#N/A,#N/A
1/31/2006,31.40763886,0.826232119,#N/A,#N/A,#N/A,#N/A
2/1/2006,31.33816875,0.837636692,#N/A,#N/A,#N/A,#N/A
2/2/2006,32.1141615,0.837636692,#N/A,#N/A,#N/A,#N/A
2/3/2006,32.4961887,0.837636692,#N/A,#N/A,#N/A,#N/A
2/4/2006,#N/A,0.837636692,#N/A,#N/A,#N/A,#N/A
2/5/2006,#N/A,0.837636692,#N/A,#N/A,#N/A,#N/A
2/6/2006,32.1857916,0.837636692,#N/A,#N/A,#N/A,#N/A
2/7/2006,30.9203265,0.837636692,#N/A,#N/A,#N/A,#N/A
2/8/2006,30.323409,0.837636692,#N/A,#N/A,#N/A,#N/A
2/9/2006,30.76512795,0.837636692,#N/A,#N/A,#N/A,#N/A
2/10/2006,31.05164835,0.837636692,#N/A,#N/A,#N/A,#N/A
2/11/2006,#N/A,0.837636692,#N/A,#N/A,#N/A,#N/A
2/12/2006,#N/A,0.837636692,#N/A,#N/A,#N/A,#N/A
2/13/2006,30.55023765,0.837636692,#N/A,#N/A,#N/A,#N/A
2/14/2006,30.6576828,0.837636692,#N/A,#N/A,#N/A,#N/A
2/15/2006,31.0635867,0.837636692,#N/A,#N/A,#N/A,#N/A
2/16/2006,31.2546003,0.837636692,#N/A,#N/A,#N/A,#N/A
2/17/2006,31.2546003,0.837636692,#N/A,#N/A,#N/A,#N/A
2/18/2006,#N/A,0.837636692,#N/A,#N/A,#N/A,#N/A
2/19/2006,#N/A,0.837636692,#N/A,#N/A,#N/A,#N/A
2/20/2006,31.6605042,0.837636692,#N/A,#N/A,#N/A,#N/A
2/21/2006,31.83957945,0.837636692,#N/A,#N/A,#N/A,#N/A
2/22/2006,32.0425314,0.837636692,#N/A,#N/A,#N/A,#N/A
2/23/2006,31.1590935,0.837636692,#N/A,#N/A,#N/A,#N/A
2/24/2006,31.26653865,0.837636692,#N/A,#N/A,#N/A,#N/A
2/25/2006,#N/A,0.837636692,#N/A,#N/A,#N/A,#N/A
2/26/2006,#N/A,0.837636692,#N/A,#N/A,#N/A,#N/A
2/27/2006,30.9203265,0.837636692,#N/A,#N/A,#N/A,#N/A
2/28/2006,30.6815595,0.837636692,#N/A,#N/A,#N/A,#N/A
3/1/2006,31.52846,0.831946755,#N/A,#N/A,#N/A,#N/A
3/2/2006,31.90108,0.831946755,#N/A,#N/A,#N/A,#N/A
3/3/2006,31.9732,0.831946755,#N/A,#N/A,#N/A,#N/A
